Starling ID,Headwords,Gloss,review_tier,chosen_abbr,chosen_field,llm_second,second_field,v1_choice,v1_field,v2_choice,v2_field,agrees_v1,agrees_v2
PDR119,*asái,"to join two things together (> ""to take, buy"")",2-llm-plus-one,PT_BU,Possession & Trade — to Buy,SR_JU,"Spatial Relations — to Join, Unite",PT_BU,Possession & Trade — to Buy,PT_SG,"Possession & Trade — to Grasp, Seize, Take Hold of",YES,
PDR120,*asáṟ-,"mud, mire",1-all-three-agree,PW_MU,"Physical World — Mud, Mire",PW_GS,"Physical World — Ground, Soil",PW_MU,"Physical World — Mud, Mire",PW_MU,"Physical World — Mud, Mire",YES,YES
PDR121,*at-,"to join, attach, wear",3-llm-alone,SR_JU,"Spatial Relations — to Join, Unite",PA_BI,Physical Acts & Materials — to Bind,CA_SE,Clothing & Adornment — to Sew,CA_CD,"Clothing & Adornment — to Clothe, Dress",,
PDR122,*aṬ-,earthen pot,1-all-three-agree,FD_PO,Food & Drink — Pot,DF_FR,Dwellings & Furniture — Furniture,FD_PO,Food & Drink — Pot,FD_PO,Food & Drink — Pot,YES,YES
PDR123,*átai,female relative (father's sister; grandmother),3-llm-alone,MK_AU,Mankind — Aunt,MK_MO,Mankind — Mother,MK_SW,Mankind — Sister-in-Law,MK_SW,Mankind — Sister-in-Law,,
PDR124,*aṭ- ~ *aḍú-,"to evaporate, dry up; to cook, boil",3-llm-alone,FD_CO,Food & Drink — to Cook,SP_DR,"Sense Perception — Dry, Arid",FD_BO,Food & Drink — to Boil (trans,FD_BO,Food & Drink — to Boil (trans,,
PDR125,*áṭa-,"inner side of roof (loft, attic, supporting bamboo framework etc.)",3-llm-alone,DF_RO,Dwellings & Furniture — Room,DF_RF,Dwellings & Furniture — Roof,DF_RF,Dwellings & Furniture — Roof,DF_RF,Dwellings & Furniture — Roof,,
PDR126,*áṭai,"sole of shoe; leather, cardboard",3-llm-alone,CA_LE,Clothing & Adornment — Leather,PA_GL,Physical Acts & Materials — Glass,CA_SO,Clothing & Adornment — Shoe,CA_SO,Clothing & Adornment — Shoe,,
PDR127,*áṭai,leech,3-llm-alone,AN_IN,Animals — Insect,AN_WR,Animals — Worm,AN_MK,Animals — Monkey,AN_WR,Animals — Worm,,
PDR128,*ávai,elder female relation (grandmother; elder brother's wife),2-llm-plus-one,MK_GM,Mankind — Grandmother,MK_MO,Mankind — Mother,MK_SW,Mankind — Sister-in-Law,MK_GM,Mankind — Grandmother,,YES
PDR129,*aval-,trouble; confusion,3-llm-alone,EM_PS,"Emotion — Pain, Suffering",EM_GS,"Emotion — Grief, Sorrow",TI_TI,Time — Time (period),SO_SQ,"Social Relations — Strife, Quarrel",,
PDR130,*ávarai,field bean,1-all-three-agree,FD_BN,Food & Drink — Bean,FD_VE,Food & Drink — Vegetables,FD_BN,Food & Drink — Bean,FD_BN,Food & Drink — Bean,YES,YES
PDR131,*aví-,to destroy; to extinguish; to be tired,2-llm-plus-one,PT_DE,Possession & Trade — to Destroy,BP_KI,Body Parts & Functions — to Kill,BP_KI,Body Parts & Functions — to Kill,PT_DE,Possession & Trade — to Destroy,,YES
PDR132,*aví-,to heat,2-llm-plus-one,SP_HW,"Sense Perception — Hot, Warm",PW_FI,Physical World — Fire (n),PW_BU,"Physical World — to Burn, Scorch",SP_HW,"Sense Perception — Hot, Warm",,YES
PDR133,*áviri,indigo plant (Indigofera tinctoria),2-llm-plus-one,AV_PN,"Agriculture & Vegetation — Plant, Herb",FD_VE,Food & Drink — Vegetables,AV_FL,Agriculture & Vegetation — Flower,AV_PN,"Agriculture & Vegetation — Plant, Herb",,YES
PDR134,*avúẓ-,"to become loose, unfastened",3-llm-alone,PA_BI,Physical Acts & Materials — to Bind,PA_BK,Physical Acts & Materials — to Break,BP_WE,"Body Parts & Functions — Weak, Infirm",PA_TE,Physical Acts & Materials — to Tear,,
PDR135,*aẓ- (?),to pervade (as taste),3-llm-alone,SP_TS,"Sense Perception — Taste (n, obj)",SP_TJ,Sense Perception — to Taste (subj),SP_TJ,Sense Perception — to Taste (subj),SP_TJ,Sense Perception — to Taste (subj),,
PDR136,*aẓál-,to burn; (> to grieve),1-all-three-agree,PW_BU,"Physical World — to Burn, Scorch",PW_FI,Physical World — Fire (n),PW_BU,"Physical World — to Burn, Scorch",PW_BU,"Physical World — to Burn, Scorch",YES,YES
PDR137,*aẓí-,"to perish, be destroyed",3-llm-alone,BP_DD,Body Parts & Functions — to Die; Dead; Death,PT_DE,Possession & Trade — to Destroy,LJ_PY,Law & Judgment — Perjury,PT_DE,Possession & Trade — to Destroy,,
PDR138,*aẓí-,"love, desire",3-llm-alone,EM_LO,Emotion — to Love; Love,EM_DE,Emotion — to Desire,EM_DE,Emotion — to Desire,EM_DE,Emotion — to Desire,,
PDR139,*aẓ[ú]-,"to rot, spoil",3-llm-alone,PA_SP,Physical Acts & Materials — to Split,PT_DE,Possession & Trade — to Destroy,PT_SP,Possession & Trade — to Spoil,PT_SP,Possession & Trade — to Spoil,,
PDR140,*aẓ[ú]nd- (caus.*aẓ[ú]t-),"to press down; to dip, immerse",1-all-three-agree,PA_PR,Physical Acts & Materials — to Press,PA_BO,Physical Acts & Materials — Bond (n),PA_PR,Physical Acts & Materials — to Press,PA_PR,Physical Acts & Materials — to Press,YES,YES
PDR141,*áǯǯ-,grandparent(s),2-llm-plus-one,MK_GF,Mankind — Grandfather,MK_FA,Mankind — Father,MK_GM,Mankind — Grandmother,MK_GF,Mankind — Grandfather,,YES
PDR142,*āC-,"to choose, select; to sift",3-llm-alone,PT_SE,Possession & Trade — to Seek,SR_CG,"Spatial Relations — to Gather, Collect",QN_ON,Quantity & Number — One,LJ_DE,Law & Judgment — to Decide,,
PDR143,*āḍ-,"to play; to dance, move",2-llm-plus-one,EM_PV,Emotion — to Play,MO_DA,Motion & Transportation — to Dance,MO_DA,Motion & Transportation — to Dance,EM_PV,Emotion — to Play,,YES
PDR144,*āḏ-,to be cool; to be dry,3-llm-alone,SP_CD,"Sense Perception — Cold, Frigid",EM_PL,Emotion — to Please,BP_SW,"Body Parts & Functions — Sweat, Perspiration",EM_PL,Emotion — to Please,,
PDR145,*āɣ-,to ripen,3-llm-alone,AV_CH,"Agriculture & Vegetation — Crop, Harvest",AV_GR,Agriculture & Vegetation — Grass,FD_FR,Food & Drink — Fruit,FD_FR,Food & Drink — Fruit,,
PDR146,*āj-,"private, secret; private parts of body",2-llm-plus-one,MT_SR,Mind & Thought — Secret,SR_HI,Spatial Relations — High,BP_SH,"Body Parts & Functions — Skin, Hide",MT_SR,Mind & Thought — Secret,,YES
PDR147,*āk- (?),to know,1-all-three-agree,MT_KN,Mind & Thought — to Know,MT_UN,Mind & Thought — to Understand,MT_KN,Mind & Thought — to Know,MT_KN,Mind & Thought — to Know,YES,YES
PDR148,*ā-/*an-,to be,3-llm-alone,BP_LL,Body Parts & Functions — to Live; Living; Life,MO_GO,Motion & Transportation — to Go,TI_FI,Time — to Finish,MT_SE,Mind & Thought — to Seem,,
PDR149,*āl-,pipal tree,2-llm-plus-one,AV_TR,Agriculture & Vegetation — Tree (generic),PW_WF,"Physical World — Woods, Forest",PW_TR,"Physical World — Tree, Oak",AV_TR,Agriculture & Vegetation — Tree (generic),,YES
PDR150,*āḷ-,man,2-llm-plus-one,MK_MA,Mankind — Man,SO_PP,"Social Relations — People, Populace",MK_MA,Mankind — Man,MK_HB,Mankind — Human Being,YES,
PDR151,*āl-,"to hear, listen",3-llm-alone,SP_HE,Sense Perception — to Hear,LM_LI,Language & Music — Line (n),LM_ST,"Language & Music — to Speak, Talk",SP_LI,"Sense Perception — to Listen, Harken",,
PDR152,*āḷd-,woman,2-llm-plus-one,MK_WO,Mankind — Woman,MK_FS,Mankind — Female,MK_FS,Mankind — Female,MK_WO,Mankind — Woman,,YES
PDR153,*ālḏ-,hail,2-llm-plus-one,PW_RA,Physical World — Rain (n),PW_WE,Physical World — Weather,EM_PR,Emotion — Praise (n),PW_RA,Physical World — Rain (n),,YES
PDR154,*ā̆m-,water,1-all-three-agree,PW_WA,Physical World — Water,BP_BB,Body Parts & Functions — to Breathe; Breath,PW_WA,Physical World — Water,PW_WA,Physical World — Water,YES,YES
PDR155,*āmaṇd-/*āmaṇVg-,castor-oil plant,3-llm-alone,AV_PN,"Agriculture & Vegetation — Plant, Herb",FD_VE,Food & Drink — Vegetables,FD_OI,Food & Drink — Oil,FD_OI,Food & Drink — Oil,,
PDR156,*āṇ-,1 to press against 2 to support,2-llm-plus-one,PA_PR,Physical Acts & Materials — to Press,MO_RL,"Motion & Transportation — to Lift, Raise",PA_PR,Physical Acts & Materials — to Press,MO_PS,"Motion & Transportation — to Push, Shove",YES,
PDR157,*ān-,"to seize, grab, catch",1-all-three-agree,PT_SG,"Possession & Trade — to Grasp, Seize, Take Hold of",PT_TA,Possession & Trade — to Take,PT_SG,"Possession & Trade — to Grasp, Seize, Take Hold of",PT_SG,"Possession & Trade — to Grasp, Seize, Take Hold of",YES,YES
PDR158,*āṇ-,male,1-all-three-agree,MK_MS,Mankind — Male,MK_MA,Mankind — Man,MK_MS,Mankind — Male,MK_MS,Mankind — Male,YES,YES
PDR159,*āŋ-,"to stop, obstruct",3-llm-alone,PA_SH,"Physical Acts & Materials — to Hit, Strike, Beat",SR_SH,"Spatial Relations — to Shut, Close",TI_CE,Time — to Cease,TI_CE,Time — to Cease,,
PDR160,*ār-,to shout,1-all-three-agree,LM_SC,"Language & Music — to Shout, Cry Out",LM_ST,"Language & Music — to Speak, Talk",LM_SC,"Language & Music — to Shout, Cry Out",LM_SC,"Language & Music — to Shout, Cry Out",YES,YES
PDR161,*ār-,"to put on, wear",1-all-three-agree,CA_CD,"Clothing & Adornment — to Clothe, Dress",CA_CC,"Clothing & Adornment — Clothes, Clothing",CA_CD,"Clothing & Adornment — to Clothe, Dress",CA_CD,"Clothing & Adornment — to Clothe, Dress",YES,YES
PDR162,*ār-,"love, affection",1-all-three-agree,EM_LO,Emotion — to Love; Love,EM_EF,"Emotion — Feeling, Emotion",EM_LO,Emotion — to Love; Love,EM_LO,Emotion — to Love; Love,YES,YES
PDR163,*ār-,"full, satiated",3-llm-alone,FD_FD,Food & Drink — Food,QN_FU,Quantity & Number — Full,QN_FU,Quantity & Number — Full,FD_HU,Food & Drink — Hunger (n),,
PDR164,*ār-,sharp(ness),1-all-three-agree,SP_SP,Sense Perception — Sharp,PW_SR,"Physical World — Rock, Stone",SP_SP,Sense Perception — Sharp,SP_SP,Sense Perception — Sharp,YES,YES
PDR165,*ārāj-,"to think, observe, search for",3-llm-alone,MT_TR,"Mind & Thought — to Think, Reflect",MT_SE,Mind & Thought — to Seem,MT_KN,Mind & Thought — to Know,MT_KN,Mind & Thought — to Know,,
PDR166,*ārig-,millet,3-llm-alone,AV_GG,"Agriculture & Vegetation — Grain (generic, British Corn)",FD_VE,Food & Drink — Vegetables,FD_ML,Food & Drink — Mill,FD_ML,Food & Drink — Mill,,
PDR167,*āṟ- (*-ḏ-),"way, road, path",2-llm-plus-one,MO_RA,Motion & Transportation — Road,MO_PA,Motion & Transportation — Path,MO_RA,Motion & Transportation — Road,MO_PA,Motion & Transportation — Path,YES,
PDR168,*ās-,"slender, thin",2-llm-plus-one,SR_ND,Spatial Relations — Thin (in Dimension),SR_NS,Spatial Relations — Thin (in Density),SR_ND,Spatial Relations — Thin (in Dimension),SR_NS,Spatial Relations — Thin (in Density),YES,
PDR169,*ā(t)k-,leaf,1-all-three-agree,AV_LE,Agriculture & Vegetation — Leaf,AV_PN,"Agriculture & Vegetation — Plant, Herb",AV_LE,Agriculture & Vegetation — Leaf,AV_LE,Agriculture & Vegetation — Leaf,YES,YES
PDR170,*āṯ-,"powerful, capable",1-all-three-agree,BP_SM,"Body Parts & Functions — Strong, Mighty, Powerful",MT_IR,"Mind & Thought — Reason, Intelligence",BP_SM,"Body Parts & Functions — Strong, Mighty, Powerful",BP_SM,"Body Parts & Functions — Strong, Mighty, Powerful",YES,YES
PDR171,*āv-,cow,1-all-three-agree,AN_CO,Animals — Cow,AN_CB,"Animals — Cattle, Bovines",AN_CO,Animals — Cow,AN_CO,Animals — Cow,YES,YES
PDR172,*āv-,to yawn,1-all-three-agree,BP_YG,"Body Parts & Functions — to Gape, Yawn",BP_BB,Body Parts & Functions — to Breathe; Breath,BP_YG,"Body Parts & Functions — to Gape, Yawn",BP_YG,"Body Parts & Functions — to Gape, Yawn",YES,YES
PDR173,*āv-,1 to breathe 2 steam,1-all-three-agree,BP_BB,Body Parts & Functions — to Breathe; Breath,PW_SM,Physical World — Smoke (n),BP_BB,Body Parts & Functions — to Breathe; Breath,BP_BB,Body Parts & Functions — to Breathe; Breath,YES,YES
PDR174,*āv-,to desire,1-all-three-agree,EM_DE,Emotion — to Desire,FD_HU,Food & Drink — Hunger (n),EM_DE,Emotion — to Desire,EM_DE,Emotion — to Desire,YES,YES
PDR175,*bacaḷ-,spinach,2-llm-plus-one,FD_VE,Food & Drink — Vegetables,AV_PN,"Agriculture & Vegetation — Plant, Herb",FD_ON,Food & Drink — Onion,FD_VE,Food & Drink — Vegetables,,YES
PDR176,*baḍ-i,"club, stick",3-llm-alone,WH_WA,"Warfare & Hunting — Arms, Weapons",PA_SH,"Physical Acts & Materials — to Hit, Strike, Beat",WH_CL,Warfare & Hunting — Club,PW_MT,"Physical World — Match, Fire Stick",,
PDR177,*bagVḍ- (*v-),"shank, calf",3-llm-alone,BP_LE,Body Parts & Functions — Leg,BP_AR,Body Parts & Functions — Arm,AN_CF,Animals — Calf,AN_CF,Animals — Calf,,
PDR178,*bajal,open space,3-llm-alone,SR_PL,Spatial Relations — Place,PW_PF,"Physical World — Plain, Field",SR_OP,Spatial Relations — to Open,SR_OP,Spatial Relations — to Open,,
PDR179,*bak- (*v-) (?),claws,1-all-three-agree,BP_NA,"Body Parts & Functions — Nail, Claw",AN_AN,Animals — Animal,BP_NA,"Body Parts & Functions — Nail, Claw",BP_NA,"Body Parts & Functions — Nail, Claw",YES,YES
PDR180,*baḷ-,"fertile, abundant; to grow",3-llm-alone,SR_GW,Spatial Relations — to Grow,QN_MM,"Quantity & Number — Much, Many",AV_SS,Agriculture & Vegetation — to Sow; Seed,AV_FL,Agriculture & Vegetation — Flower,,
PDR181,*baḷ-,a k. of measure,3-llm-alone,FD_PO,Food & Drink — Pot,QN_NU,Quantity & Number — Number,SR_MS,Spatial Relations — to Measure,QN_MI,Quantity & Number — Miscellaneous,,
PDR182,*balap-,"chalk, slate",3-llm-alone,PW_SR,"Physical World — Rock, Stone",PA_GL,Physical Acts & Materials — Glass,LM_PC,Language & Music — Pencil,PA_CL,Physical Acts & Materials — Clay,,
PDR183,*banḍ-,"rock, boulder",1-all-three-agree,PW_SR,"Physical World — Rock, Stone",PA_TO,Physical Acts & Materials — Tool,PW_SR,"Physical World — Rock, Stone",PW_SR,"Physical World — Rock, Stone",YES,YES
PDR184,*banḍ-,"rude, obscene",3-llm-alone,EM_SH,Emotion — Shame (n),EM_BD,Emotion — Bad,EM_PP,Emotion — Please in Polite Phrases,EM_UG,Emotion — Ugly,,
PDR185,*banḍ-,belly,1-all-three-agree,BP_BS,"Body Parts & Functions — Belly, Stomach",BP_BO,Body Parts & Functions — Body,BP_BS,"Body Parts & Functions — Belly, Stomach",BP_BS,"Body Parts & Functions — Belly, Stomach",YES,YES
PDR186,*baŋk-,"gum, resin",3-llm-alone,AV_PN,"Agriculture & Vegetation — Plant, Herb",PA_GL,Physical Acts & Materials — Glass,AN_GE,Animals — Gelding,CA_FE,Clothing & Adornment — Felt,,
PDR187,*bar-,rough,1-all-three-agree,SP_RG,Sense Perception — Rough,SP_HA,Sense Perception — Hard,SP_RG,Sense Perception — Rough,SP_RG,Sense Perception — Rough,YES,YES
PDR188,*baẓ-al-,"tired, fatigued",3-llm-alone,BP_SW,"Body Parts & Functions — Sweat, Perspiration",EM_PS,"Emotion — Pain, Suffering",BP_SS,Body Parts & Functions — Sick; Sickness,EM_TC,"Emotion — Timid, Cowardly",,
PDR189,*bāg-,"good, beautiful",3-llm-alone,EM_GD,Emotion — Good,EM_BF,Emotion — Beautiful,EM_BF,Emotion — Beautiful,EM_BF,Emotion — Beautiful,,
PDR190,*bān- (*-ṇ-),pot,1-all-three-agree,FD_PO,Food & Drink — Pot,FD_DI,Food & Drink — Dish,FD_PO,Food & Drink — Pot,FD_PO,Food & Drink — Pot,YES,YES
PDR191,*bāv-,cat,1-all-three-agree,AN_CT,Animals — Cat,AN_AN,Animals — Animal,AN_CT,Animals — Cat,AN_CT,Animals — Cat,YES,YES
PDR192,*bāẓ-d-,to live (happily),3-llm-alone,BP_LL,Body Parts & Functions — to Live; Living; Life,EM_HH,Emotion — Happy; Happiness,EM_HH,Emotion — Happy; Happiness,DF_DW,"Dwellings & Furniture — to Live, Dwell",,
PDR193,*bāǯ- (?),many,1-all-three-agree,QN_MM,"Quantity & Number — Much, Many",QN_EA,"Quantity & Number — All, Every",QN_MM,"Quantity & Number — Much, Many",QN_MM,"Quantity & Number — Much, Many",YES,YES
PDR194,*bedaṟ-,"to fear, be afraid",1-all-three-agree,EM_FF,"Emotion — Fear, Fright",EM_AN,Emotion — Anxiety,EM_FF,"Emotion — Fear, Fright",EM_FF,"Emotion — Fear, Fright",YES,YES
PDR195,*beil-,spleen,3-llm-alone,BP_LV,Body Parts & Functions — Liver,BP_BO,Body Parts & Functions — Body,BP_BL,Body Parts & Functions — Blood,BP_NV,Body Parts & Functions — Navel,,
PDR196,*bej- (*v-),to be,3-llm-alone,BP_LL,Body Parts & Functions — to Live; Living; Life,SR_ST,Spatial Relations — to Stand,TI_FI,Time — to Finish,MT_SE,Mind & Thought — to Seem,,
PDR197,*bel-,"jaggery, unrefined sugar",1-all-three-agree,FD_SS,Food & Drink — Sugar,FD_FD,Food & Drink — Food,FD_SS,Food & Drink — Sugar,FD_SS,Food & Drink — Sugar,YES,YES
PDR198,*benḍ-,pith; a k. of frail plant,3-llm-alone,BP_BN,Body Parts & Functions — Bone,AV_PN,"Agriculture & Vegetation — Plant, Herb",AV_PN,"Agriculture & Vegetation — Plant, Herb",EM_GR,Emotion — to Groan,,
PDR199,*ber-,"to crack, fall in ruins",2-llm-plus-one,PA_BK,Physical Acts & Materials — to Break,PA_TE,Physical Acts & Materials — to Tear,PA_BK,Physical Acts & Materials — to Break,PA_TE,Physical Acts & Materials — to Tear,YES,
PDR200,*bēk- (*v-) (?),salt,1-all-three-agree,FD_SL,Food & Drink — Salt,FD_FD,Food & Drink — Food,FD_SL,Food & Drink — Salt,FD_SL,Food & Drink — Salt,YES,YES
PDR201,*bēḷ-,split pulse,3-llm-alone,FD_VE,Food & Drink — Vegetables,FD_FD,Food & Drink — Food,PW_WV,"Physical World — Wave, Surge",PW_WV,"Physical World — Wave, Surge",,
PDR202,*bir-,to join,3-llm-alone,SR_JU,"Spatial Relations — to Join, Unite",,,SO_ME,Social Relations — to Meet,FD_MX,"Food & Drink — to Mix, Blend",,
PDR203,*biṟ-,"dense, tight",3-llm-alone,SR_TD,Spatial Relations — Thick (in Dimension),SR_TS,Spatial Relations — Thick (in Density),SR_TS,Spatial Relations — Thick (in Density),SR_TS,Spatial Relations — Thick (in Density),,
PDR204,*bīr-,gourd,3-llm-alone,FD_VE,Food & Drink — Vegetables,AV_PN,"Agriculture & Vegetation — Plant, Herb",AN_SO,Animals — Sow,AV_PN,"Agriculture & Vegetation — Plant, Herb",,
PDR205,*boc-,1 wool 2 hair,3-llm-alone,BP_HA,Body Parts & Functions — Hair,CA_WO,Clothing & Adornment — Wool,CA_WO,Clothing & Adornment — Wool,CA_WO,Clothing & Adornment — Wool,,
PDR206,*boḍ-,navel,1-all-three-agree,BP_NV,Body Parts & Functions — Navel,BP_BO,Body Parts & Functions — Body,BP_NV,Body Parts & Functions — Navel,BP_NV,Body Parts & Functions — Navel,YES,YES
PDR207,*bog- (*posaŋ-?),charcoal,3-llm-alone,PW_AS,Physical World — Ash(es),PW_SM,Physical World — Smoke (n),DF_CH,Dwellings & Furniture — Chimney,PW_SM,Physical World — Smoke (n),,
PDR208,*bom-,1 eyeball 2 effigy,1-all-three-agree,BP_EY,Body Parts & Functions — Eye,PA_ST,Physical Acts & Materials — Statue,BP_EY,Body Parts & Functions — Eye,BP_EY,Body Parts & Functions — Eye,YES,YES
PDR209,*bom-ik-,bone,1-all-three-agree,BP_BN,Body Parts & Functions — Bone,PW_WD,"Physical World — Wood, Timber",BP_BN,Body Parts & Functions — Bone,BP_BN,Body Parts & Functions — Bone,YES,YES
PDR210,*bonck- (?),foam,3-llm-alone,PW_WV,"Physical World — Wave, Surge",MO_FL,Motion & Transportation — to Flow,AN_DU,Animals — Duck,PA_PO,Physical Acts & Materials — to Pour,,
PDR211,*boŋ-,to run,1-all-three-agree,MO_RU,Motion & Transportation — to Run,MO_GA,"Motion & Transportation — to Depart, Go Away",MO_RU,Motion & Transportation — to Run,MO_RU,Motion & Transportation — to Run,YES,YES
PDR212,*boŋk-,to lie (tell untruth),1-all-three-agree,EM_LI,"Emotion — Lie, Falsehood",EM_DC,Emotion — Deceit,EM_LI,"Emotion — Lie, Falsehood",EM_LI,"Emotion — Lie, Falsehood",YES,YES
PDR213,*boṟ-,hole (in tree),2-llm-plus-one,SR_HL,Spatial Relations — Hole,BP_WO,Body Parts & Functions — Womb,PW_TR,"Physical World — Tree, Oak",SR_HL,Spatial Relations — Hole,,YES
PDR214,*boṭ-,spot; drop,3-llm-alone,SP_SG,"Sense Perception — Sight (obj), Look (obj), Appearance",QN_PR,Quantity & Number — Part (n),MO_DR,Motion & Transportation — to Drop,SR_PO,Spatial Relations — Point,,
